what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1375855326989
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1375855326990
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1375855327020
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1375855327020
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1375855327021
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1375855327021
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1375855327021
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1375855327022
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1375855327022
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1375855327022
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1375855327035
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1375855327035
os,sysinfo,,,"win32",1375855327037
arch,sysinfo,,,"x86",1375855327037
ws,sysinfo,,,"win32",1375855327037
locale,sysinfo,,,"en_ZA",1375855327037
processors,sysinfo,,,"4",1375855327037
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1375855327037
java.runtime.version,sysinfo,,,"1.7.0_25-b17",1375855327037
java.specification.name,sysinfo,,,"Java Platform API Specification",1375855327037
java.specification.vendor,sysinfo,,,"Oracle Corporation",1375855327037
java.specification.version,sysinfo,,,"1.7",1375855327037
java.vendor,sysinfo,,,"Oracle Corporation",1375855327037
java.version,sysinfo,,,"1.7.0_25",1375855327037
java.vm.info,sysinfo,,,"mixed mode",1375855327037
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1375855327037
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1375855327037
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1375855327037
java.vm.specification.version,sysinfo,,,"1.7",1375855327037
java.vm.vendor,sysinfo,,,"Oracle Corporation",1375855327037
